payer,receiver,amount
473606,1315796,54444.55
202766,1561194,38261.24
254822,232239,30375.03
227710,946188,34697.41
59108,328726,35415.9
12128,28529,92781.53
130367,1337825,28625.07
95162,86008,81292.85
208149,302651,38517.7
77976,522952,35240.44
492226,1163389,28610.99
477317,1148496,98695.1
143377,1054886,79278.81
147652,951602,37073.05
208149,1531561,26091
765666,407315,28505.28
43895,5245,34936.76
248095,405337,76407.1
109005,1310058,28091.11
212067,29247,23822.89
16242,1246077,92431.67
211283,435449,82433.63
736782,991144,28122.41
133840,1091391,31998.74
114173,753488,33478.34
186284,252770,70902.84
239676,110024,72229.33
167061,1001318,61469.43
1023558,1549483,59921.64
174261,1593446,28028.33
1555955,177250,77262.51
3014,966870,36481.79
248013,1259792,28367.88
58129,384218,34275.22
174773,133385,60420.2
612437,768328,35057.23
260001,963502,29351.52
74616,1328627,55509.33
180456,1177855,35924.63
61493,1022798,33116.41
174946,947540,23207.99
240504,455049,76045.87
158061,1234412,67882.36
57120,284926,91330.83
148026,118137,38142.34
469906,182199,76427.62
150162,1307772,102409.48
787690,131135,54128.93
259083,1518935,73780.91
104104,56791,30521.2
413373,90550,59220.38
282990,945841,25368.58
238100,1070190,72434.31
76745,149602,25967.76
103850,250136,30359.68
164539,1362463,23949.12
28529,1076567,72592.18
212494,1201737,91641.06
706938,999382,62548.69
233112,649611,42209.06
88189,1111661,96770.37
200742,1185521,27749.62
253226,211740,31762.44
171582,828887,65945.61
13290,1084977,86758.82
3495,221554,34261.43
421884,1330598,75025.65
203818,1443198,37253.02
107418,56043,37788.22
217363,1073817,33618.61
253448,167891,20012.98
148026,1369863,30178.27
114173,82034,31165.4
101509,951555,35094.77
614543,1098469,62028.1
35736,94539,22787.14
150162,943097,28001.44
426741,1263896,23054.95
232536,1378720,66718.3
85655,185223,30195.6
250022,176756,29231.07
102784,18753,38668.52
61251,99825,33895.08
251160,130425,31245.78
738311,1302752,45617.99
146543,1034248,53596.87
28413,278940,31509.03
67081,952691,34815.17
228102,996164,52069.98
228716,1118003,27065.18
112073,1190870,70453.02
250,1261978,26380.71
13370,649611,28793.13
51075,184826,54064.42
39896,967441,75488.06
234433,794653,30433.24
823518,477183,32622.8
135598,1014096,30047.53
84633,6882,43896.83
77730,978106,28441.07
16956,977811,33760.05
248143,1030770,55472.99
108732,1488297,35834.33
14442,370639,30309.69
200480,204935,31390.89
164308,1543382,38252.01
220392,1154783,36527.89
116541,1330796,26981.83
160856,1114375,33531.3
269223,295130,34134.52
182322,1216691,42089.58
104091,131135,31128.12
170513,1136595,40697.29
29199,1350484,30302.54
16816,473781,34329.55
24859,1414482,103386.36
190553,867289,29641.07
195723,1114961,32222.42
303694,1421247,23905.22
276485,247766,112538.05
179408,804960,26473.8
19363,49333,30053.89
229454,1140122,52434.64
179408,1056433,35503.14
64352,987843,75105.81
103449,25721,82278.38
246357,207309,27043.92
87859,1091651,36307.7
227710,1375552,28979.26
91791,1136469,33134.7
462552,88364,40140.2
321052,1276880,35829.8
200324,101155,66044.8
470301,607856,32675.56
162933,1188986,53112.24
658851,1201737,94200.96
199562,196754,87499.87
251364,423404,27903.3
239594,937807,85991.73
190349,1088139,33351.4
694328,1047512,93821.54
176906,1117908,29126.51
107223,3224,73892.22
678909,981592,31429.13
229454,1337706,80622.19
184826,43192,30070.89
651008,3355,41158.38
136217,991144,34358.01
16242,946187,86900.04
159206,583885,61150.58
29720,66730,29211.22
117258,1022129,26370.05
151515,313064,65818.56
56096,1081210,32296.09
24021,654969,32352.48
77181,1157954,66094.39
71279,230182,46695.8
50581,152274,28140.8
725576,1058001,68344.96
209941,92068,72714.05
155030,1115282,38525.49
35904,23064,37249.18
103449,435449,30436.63
117795,1261689,28272.5
126098,1098647,38443.92
148195,156521,73333.97
208355,1139570,80712.38
67927,170812,33335.17
321052,963212,73287.72
247766,946193,35640.19
98664,812436,65959.57
24021,1231515,36038.1
296781,1440514,38596.8
678909,31384,30069.68
85655,963212,27986.71
39896,1101364,27553.2
133576,1046911,108319.55
109781,873433,103113.79
16816,224086,31337.17
163653,1161183,23743.86
189255,178609,26364.59
116913,1140122,78080.68
236488,218822,29172.91
928701,801732,45778.47
253226,119899,101561.99
184672,1058645,32248.35
113270,1039132,27967.95
187067,355801,81961.88
12128,1253163,16323.67
127883,1343509,23554.33
1036985,1062307,32713.51
116417,1121526,67147.85
904817,399368,33014.29
232555,1518935,41646.33
13003,157908,38414.45
36789,1480003,27998.78
236714,1233994,26763.34
1097364,33763,64041.9
74156,599339,34538.69
147616,157908,23337.02
156053,1121598,32481.83
110183,1259792,29755.41
84893,1163343,23985.36
129995,1101823,77162.74
199962,179953,64097.93
327377,146225,30746.45
259304,1287810,74849.63
35112,24953,74824.92
26575,1518935,32552.12
455042,967003,59243.27
186284,1531561,33182.51
52411,418359,31047.36
13960,1330598,75322.46
227710,45384,34554.91
62331,1415694,32736.65
242115,946889,121801.94
32844,1163342,67850.7
232533,78426,82374.69
154898,637960,34850.98
128919,1014692,39799.8
142065,1325077,35357.17
158918,963265,29292.03
276388,1127111,55419.61
349730,1234256,26934.52
127297,1142696,36586.55
187599,17749,29599.57
823518,1362534,26889.05
13380,48170,29477.42
69885,1081134,87189.29
205574,234687,26632.19
84125,1309848,59427.88
36298,68399,22426.51
229410,126540,33479
349738,1348583,37882.82
186652,1234089,27629.86
194809,1324933,37511.73
102784,290390,81259.45
231747,22036,29020.33
93120,87528,33740.83
1102819,166981,33674.33
93236,1111661,26315.79
238485,12103,30493.42
198164,128655,29492.52
13290,1054683,31591.14
253615,1091116,54964.53
75010,987695,34251.87
96125,167286,33544.16
142149,93236,32195.84
104438,139486,70980.92
752587,201254,68595.87
178744,1243344,52539.83
321613,1370493,36013.62
236206,236488,30378.06
164811,596867,81588.86
188443,1047528,28134.27
64823,181041,24142.43
268751,19363,34802.92
32510,1076613,34159.24
609603,97117,88389.34
164308,1389507,31997.83
469906,67565,23110.12
807916,131989,28034.82
260001,1450694,47444.76
16573,1034573,31938.43
149202,260344,34360.57
152568,212625,32427.99
268857,1555316,27717.15
166378,1152113,29958.2
190417,23838,27012.01
242317,199962,65098.18
187290,277284,32252.5
275606,1221717,35789.31
33902,41658,30696.77
200026,1076607,70873.28
668954,963502,47668.5
115887,95166,72558.65
127297,1118378,49325.31
12272,99825,62349.36
142875,1146136,30650.7
84260,1083866,52606.52
179408,236818,31860.42
260336,236488,28685.75
451447,276175,93522.07
191445,146430,77492.67
282902,1018369,40069.55
749248,3224,27102.9
235412,254516,37723.64
174946,1301909,36084.67
349730,94622,76948.67
79644,95166,109675.62
42343,924867,89103.31
413130,345785,27081
86549,1014096,86968.7
360311,1065737,30350.57
213392,1073549,98116.29
129270,1123850,83181.65
560643,1018301,69642.31
108194,128568,107486.82
171282,963502,29686.67
730690,1463132,32976.24
141846,967161,67153.71
109391,947230,29935.39
204011,1319338,74371.81
811655,1534125,23547.15
371143,124127,25516.68
33902,1010064,27750.76
214137,142943,30016.03
211892,972815,63193.18
217478,160943,38283.92
214258,187121,35324.23
171486,996907,28761.65
178410,173701,54842.6
203237,353955,84779.34
86549,1325178,32906.01
9865,45240,75807.46
102736,365479,32747.23
112528,946069,34000.32
422532,1069101,66242.44
349762,1458307,32755.81
226764,1047512,36648.26
51075,962303,32157.36
61842,405751,23645.69
455817,1528313,28380.19
112771,180766,32918
237057,202742,37191.32
438595,1194053,67315.91
236488,371349,32946.45
267138,489595,26123.96
1058957,405323,25255.06
99906,44970,70838.69
138282,1274988,76337.59
116999,142268,24569.3
143684,978106,36219.79
14589,110441,31724.29
42688,98343,29255.86
90484,996078,72704.11
680914,1133932,21407.24
667137,1287626,31004.16
706677,1097963,30981.07
189541,1154984,27867.69
171281,86893,58659.78
233325,1071229,32531.24
186987,54595,52742.11
327420,317399,38903.57
4424,120515,32278.84
823518,1404583,27792.36
182322,1292197,71256.42
193324,177902,32995.44
169611,167647,64472.08
13345,1180444,25755.35
66085,447248,33151.46
209035,310741,29013.46
127297,303201,35770.18
203645,90232,89247.14
29720,1034965,40345.41
116913,254977,35434.78
67081,240892,33647.59
128919,237657,24223.09
82034,1117734,72970.7
137849,178620,37420.88
133990,1058111,81410.93
49643,1130197,55694.12
87542,1217306,47350.03
468132,982301,30223.86
259304,75455,65053.27
129270,1101823,32865.99
565879,1030290,88777.62
20179,132871,30769.27
13003,1334389,34831.96
140430,236441,66429.65
469906,41658,26762.27
349762,1147056,30797.16
159466,22813,34690.87
25217,183847,26752.33
221899,1121526,68362.61
268482,1259725,31584.36
186652,148167,25269.31
243796,947459,46507.13
240367,77836,30698.19
114381,405323,33520.36
23838,625884,31982.76
149399,1257112,78166.02
243068,1013337,31119.79
155058,947254,28120.74
714603,1180641,54908.41
1404719,997016,69073.14
536576,210936,50735.87
1316701,1372264,49556.64
61586,737060,37256.63
253448,977811,50907.27
260431,1311946,68930.63
35084,180766,31206.34
678909,982672,23052.69
404839,1043347,65233.18
225794,1359096,26909.53
231634,1367172,30993.45
374330,946199,49097.4
13003,204553,52655.8
434593,951838,67868.74
224583,194566,17619.07
484401,1440514,37371.89
395855,307363,94423.69
434593,528970,50224.97
275542,141346,58605.04
778664,1420043,63914.91
197771,1201732,88908.38
64178,1375501,32801.2
336178,167498,24455.87
16816,1030981,23777.24
107223,1177859,72195.71
61507,199845,65309.61
129270,1422464,48713.93
25413,398814,32034.9
93239,473781,55508.88
32133,274634,29779.46
178345,1400179,72575.48
635757,124289,27759.25
168777,395896,69905.19
62303,1065678,66762.72
173590,952691,27622.01
581834,1279076,32712.74
64156,1066178,33934.36
493952,1359109,107473.9
167814,1555316,28623.21
678359,253253,28088.46
234890,125702,37371.43
112528,1154601,30139.96
172760,944722,32359.52
166833,1266439,101735.15
51250,306142,30225.38
109257,399368,46971.64
259304,254516,25877.82
140298,1287810,53551.14
233325,158329,31483.73
32966,1274880,36769.42
524824,1444458,29045.22
245834,232533,35256.74
23047,133385,58720.89
807781,958288,100030.37
194473,1014692,38428.18
275542,236818,26967.95
16956,28473,27860.51
260422,145525,28418.91
123227,1350484,25501.86
395342,1142679,26698.9
79486,1341361,23110.82
654971,290390,32421.47
213171,1358761,74516.23
3505,951787,19500.63
78538,109852,68184.38
185599,1277001,18290.78
150109,957016,40762.27
36275,1047128,42390.19
109257,1494629,25530.95
240626,1221717,29861.81
171146,384218,60029.82
417714,235015,34018.8
70832,233391,68864.09
238314,731667,81927.73
241962,1154601,37380.85
1316701,977382,57706.15
706938,1080817,30938.22
55256,1145496,33036.25
199562,613136,29802.15
115077,107156,32726.35
94111,450987,31904.09
9865,987512,35020.4
7403,1077408,109491.96
247088,1287810,71300.66
107975,1330720,95363.44
416447,1076567,55523
74803,1536045,25587.02
143088,192295,34429.29
65762,1259725,29137.39
164748,47672,40099.25
899853,704311,33197.55
678359,977213,55648.67
36279,1005163,62902.23
117290,871894,34764.1
156306,1236580,28169.77
1058957,1386457,63905.41
171281,968028,30458.1
53610,1261689,54956.12
417714,1236866,60655.46
950504,180766,76794.7
188893,1034573,29875.6
217593,1031017,84885.88
776928,1201538,30927.15
109257,1115282,25664.72
39129,1160753,24136.52
245085,1147056,33855.46
145091,1004582,52883.92
296779,43192,33098.73
26378,1127802,99030.87
1216235,1111653,35679.37
211740,1536045,62053.58
19321,1311758,29700.14
111123,1047528,23773.29
87921,254516,36135.92
85,232239,56560.08
176476,356737,40380.43
795583,319591,27906.47
37409,946187,78559.19
200324,116418,29412.53
140298,1537860,29262.86
167814,32358,27907.39
231691,23064,32315.73
147527,8739,33475.18
935092,565528,37757.31
1316701,297514,39215.64
226052,952446,28723.94
1058957,68541,58575.68
67927,1084796,29998.14
74616,1034428,31672.24
150818,1465467,29704.05
619613,167498,63239.74
41100,1253163,106569.84
171486,981655,39003.27
29318,1217306,21305.99
879631,943097,29048.49
217083,155200,32907.14
143000,1050976,27855.87
253376,466190,33243.13
166639,230182,31489.4
257051,1076567,75659.39
32045,1543382,57322.2
161018,1042544,23317.08
296201,505202,31097.24
85761,232533,25371.68
82759,765827,26050.53
276388,460680,50491.96
104924,215662,59536.03
112073,218443,31157.88
166126,1185616,77144.05
87552,1484951,71914.59
54676,179953,31118.78
88217,1199152,36613.84
237646,1517992,80762.5
320989,1151694,30759.93
2412,772350,29039.72
38038,466190,37680.69
229410,1034591,34671.53
137048,798308,40623.72
61251,245721,47418.51
241514,946069,33813.94
193036,107141,48902.81
123227,1030981,51739.67
269473,875205,31031.25
253015,1120704,89818.42
738311,41658,34297.46
184826,1010034,88298.31
65228,8739,86460.58
50581,1026061,26413.47
35122,1088869,29444.63
248013,1355535,32769.38
168279,144039,102968.03
164811,306399,29570.19
84669,1163656,86738.74
654971,1000303,28807.25
110183,107156,78120.2
950504,1248574,30258.51
65548,1114620,28936.03
395006,987512,26773.32
450796,1415856,31127.65
71382,1123850,100197.5
67633,1066178,24488.65
55471,207752,27580.99
268722,1018301,28936.84
778664,1062324,24958.24
197249,90053,57798.94
21736,986763,34459
527705,35615,69837.86
93239,114692,27965.89
61842,947459,96549.23
233325,1080817,19986.3
51739,25721,33576.13
454609,246607,30315.16
80321,17758,37959.22
129119,134496,29865.16
548854,165044,67781.26
651021,18310,28675.63
114624,1087654,30995.58
1102819,1105064,48221.13
654689,67989,26704.23
212435,212926,89330.68
455042,128568,31564.85
70832,1357307,81648.68
236326,191940,55239.42
137849,55285,83066.17
27989,231166,28174.78
175188,188010,31655.54
62736,159075,89017.8
37590,967853,94364.55
155031,1387801,44966.11
501489,1454665,27914.62
422628,1336336,25493.33
9029,28985,30282.33
50048,1050333,34573.09
113270,1077408,33463.07
229454,13016,62932.67
250327,753488,32272.64
164320,218822,83340.97
309563,1157613,31282.37
148925,327347,34104.23
199253,83635,37758.41
83554,144176,85746.21
120697,962413,28867.6
94622,344880,29733.86
233325,1391111,30087.22
268631,946950,30536.93
194625,199562,26460.81
174946,958475,31740.6
8943,1050650,36390.19
226052,29455,29145.28
67174,946188,29569.41
253448,1088139,75095.8
74193,329503,50864.48
269473,1000749,77058.33
60646,1073549,24241.24
94876,741421,30088.28
309719,1246077,88870.44
536576,169934,47566.5
15701,4788,38455.48
21872,505202,30734.42
243010,957074,34300.89
889177,1061975,32785.19
59345,206541,36848.64
95256,260344,31783.75
1091580,504558,35849.21
450796,1076567,33360.75
104438,1017926,56916.66
366079,1214883,25713.4
116334,1042544,31952.41
577073,167647,31371.53
135598,1186387,14300.49
268897,36693,60251.82
66216,1117483,78975.35
6380,1077408,55609.99
276232,166010,25275.99
9536,44761,26552.93
108258,1094562,96757.46
182959,1287810,28821.75
302780,1443126,72667.69
640057,1039384,29910.6
228208,1498894,62916.32
189352,371660,59650.29
203904,1234256,30228.17
178030,1009655,31829.91
237446,1018305,77923.68
14307,1005053,61376.63
42965,957074,37781.98
170879,48170,59230.9
376510,189606,37349.1
92202,92414,64664.05
260001,988084,93548.89
59834,1236911,57779.14
66749,45384,23528.19
42048,1336205,28240.59
303257,28465,36075.34
33004,262838,60590.03
69076,253012,72358.08
